Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16
1,0.75,0.5,0.75,0.5,1,0.75,0.5,0.5,0.5,0.75,0.75,0.75,0.25,0,0.5
0.75,0,0,0.25,0.5,0.25,0,0,0.75,1,0.25,0,0,0.25,0.75,0.75
0.5,0.5,0.5,0.5,0,0.5,0.25,0.5,0.75,0.75,0.25,0.75,0.75,1,0.5,0.25
0,0,0,0.75,0.75,0.5,0,0,0.5,0,0,0.5,0.25,0.25,0.5,1
0,0,0.75,0.25,0,0,0,1,0.5,0.5,0.25,1,0.75,0.25,0.25,0.5
1,0.5,0.5,0.75,0.75,0.75,0.75,0.5,0.75,0.5,0.75,0.25,0,0.5,0.75,1
0.5,0,0.5,0.25,0.25,0,0,0.25,0.25,0,0.25,0,0.25,0.5,0,0
0.25,0,0.75,0.75,0.75,0,0,0.75,0.5,0.5,0,1,1,0.75,1,0.5
0.5,0,0,0.25,0.75,0,0,0.25,0.5,0.75,0.25,0.25,0.25,0.25,0,0
0.5,0.75,0.5,0,0.25,1,0.25,1,0,0.25,1,0.25,0.25,0,0,0
0.25,0,0.75,0.25,0.5,0.25,0,0.25,0.5,0.5,0,0,0,0.75,0,0.5
0.25,0,0.5,1,1,0.5,0,0.5,1,0.75,0.25,0,0,0.25,1,1
1,0,0.75,0.5,0,0,0.5,0,0,0,0.5,0.25,0.75,0.75,0.25,0.5
0.5,0,0.25,0.75,0.75,0.5,0.25,0.75,0.75,0.5,0.5,0.75,0.75,0.25,0.25,0.75
0.5,0.75,0.5,1,1,1,0.75,0.75,0.75,0.5,1,1,1,0,0.25,0.5
0.5,0,0.5,0,0.75,0.25,0,0.5,0,0.5,0.25,0.75,0,0.25,0,0
1,0.25,0.25,0.5,0.5,0.5,0,0.25,0.25,0.75,0,1,0.25,1,1,1
1,0,0.25,0.25,0.5,0.5,0,0.75,0.25,0.75,0.5,1,1,0.25,0.75,0.5
0.25,0.75,1,0.75,0,0.75,0.5,1,0.5,0,0.5,0.25,0.25,0.5,0.25,0.5
1,0.75,1,1,0.25,1,0.75,0.75,0.75,0.75,1,0.5,0.25,0,0.25,0.5
0.25,0,1,1,0.75,0,0.25,0.75,1,0.5,0.25,0.75,0.75,1,0.75,1
0,0,0,1,0.75,0.5,0,0,1,0,0,0,0,0.25,1,1
0.5,0,0.25,0.25,0,0,0,0.25,0,0,0,0.75,0.75,0,0.25,0.25
0.25,0.5,0.75,0.25,0.25,0.75,0.25,0.5,0.5,0.25,0.5,0.75,0.5,0.25,0.25,0.25
0.75,0.75,0.25,0.75,0.25,1,0.75,0.25,0.5,0,0.75,1,0.5,0.75,0.5,0.75
0.5,0.75,0.25,0.75,0.75,1,0.5,0.25,0.75,0.75,0.75,0,0.25,1,1,0.75
0.25,0.25,0.5,0,0.75,0,0.25,0.75,0,0.5,0.5,0.25,0.25,0,0,0
1,0.5,0.75,0.5,0.25,0.75,0.5,0.5,0.5,0.5,0.75,1,0.75,0.25,0.25,0.5
0,0,0.25,1,0.75,0,0,0.75,1,1,0.5,0,0,1,1,1
0.25,0.75,0.75,1,1,1,0.5,0.75,1,1,0.75,1,1,1,1,1
0.75,0,0.25,0,0.75,0,0,0.75,0,1,0.25,0.5,0.5,0.75,0,0
0.75,0,0.75,1,0.75,0,0.5,0.25,0.5,0.5,0.5,0.75,0.25,1,0.5,0.75
0.5,0.5,0,1,0.75,0.75,0.5,0,1,0.75,0.75,0,0,0.5,0.75,1
0.25,0.5,1,1,0.5,0.5,0.5,1,1,1,0.5,1,1,0.75,1,0.75
0.75,0.25,0.25,0.5,0.5,0.25,0,0.25,0.5,0.25,0.25,0.75,0.75,0.75,0.75,0.75
0.25,0,0.25,1,1,0.75,0.5,0,0.75,0.75,0.75,0.25,0,1,1,1
0.75,0.75,0.75,0.5,1,1,0.25,0,0.5,1,0.5,0,0.25,0,0,0
0.5,0,0,0.25,0,0.5,0.25,0.25,0.5,0.25,0.5,0.75,0.75,0,0.25,0.25
0.75,0.75,1,0.5,0.5,1,0.75,1,0.25,0,1,0.5,1,0.25,0.5,0.25
0.5,0.75,0.5,0.5,0.25,1,0.25,0.5,0.5,0.5,0.75,0.75,0.75,0.25,0.25,0.25
1,0,0,0,0.25,0.25,0.25,0,0.25,0,0.5,1,0.75,0,0.5,0.5
1,0.5,0.75,1,0.75,0.5,0.75,0.5,0.5,0.25,1,0,0,0.75,0.75,1
0.5,0,0.5,0.5,0.75,0,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.25,0.25,0.75
0.5,0.75,1,0.75,0.5,1,0.75,0.5,1,1,0.75,0.5,0.5,0,0,0.25
0.5,0,0.5,0.25,0.25,0,0,0.25,0,0,0,0.25,0,0.5,0.25,0.25
1,0.25,0.5,0.5,0.75,0.5,0,0.75,0.75,1,0.25,1,1,1,1,0.75
0.5,0,1,1,1,0.25,0.25,1,1,0.75,0.25,1,1,0.25,1,1
0.75,0.25,0,0.25,0,0.25,0,0,0.25,0.75,0,0,0.25,0,0,0.25
0.75,0.75,1,1,0.5,1,0.75,0.75,1,0.75,1,1,1,0.5,1,0.75
0.5,0.75,0.75,1,0.75,1,0.75,0.25,0.75,0.5,1,0.25,0.25,0.5,0.5,1
0.25,0.5,1,0.75,0,0.75,0.5,0.75,0.25,0,0.5,0.5,0.5,0,0.25,0.5
0.75,0,0.5,0,1,0,0,0.5,0,0.5,0.25,0,0.75,0,0,0
0.75,0.75,0.75,1,0.75,1,0.5,0.25,0.5,0.5,0.75,1,1,0,0,0.75
0.25,0,0,0.25,0.25,0.5,0.25,0.75,0.25,0.75,0.5,0,0,0.75,0.5,0.25
0.5,0.75,0.5,0.75,0.25,1,0.75,0.75,0.5,0.25,0.75,1,0,0,0,0.5
0,0,0.5,0.5,0.25,0.25,0,0.75,0.5,0.5,0,1,0.75,0.5,0.75,0.75
0.5,0.5,0.5,0,0.25,0.75,0.25,0.5,0,0.25,0.5,0.25,0.75,0.75,0.25,0
0.75,0.25,1,0,0.75,0.75,0.25,1,0,0.5,1,0.75,1,0.25,0,0
1,0.25,1,0.75,0.5,0,0.25,0.75,0.25,0.25,0.25,0.5,0.25,0.75,0.75,0.75
0.25,0,0.5,0,0.5,0,0,0.5,0,0,0,0.75,1,0,0,0.25
0.5,0.5,0.5,0.75,0.5,0.25,0,0.5,0.5,0.25,0,0.75,0.25,1,0.5,0.75
0.75,0.25,0,0.5,0.5,0.5,0,0,0.25,0,0.25,0.75,0.25,1,0.75,0.5
0.25,0,0.25,0.75,0.75,0,0.25,1,1,0.75,0.75,0.75,0.5,0.25,1,1
0,0.75,0,1,1,1,0.75,0,1,0.75,1,0,0,1,1,1
0.5,0,0.25,0.25,0.5,0.25,0.5,0.75,0.25,0.5,0.75,0.5,0.75,0,0,0.25
0,0,1,1,1,0.5,0.25,0.75,0.75,1,0.5,0.75,0.75,0.75,1,1
1,0.25,0.25,0.25,0.5,0.75,0.25,0,0,0.25,0.75,0.25,0.25,0,0,0
0.25,0,0.75,0,1,0,0,0.75,0.25,1,0.25,0.75,0.25,0,0.25,0
0,0.5,1,1,1,0,0.25,1,1,0.75,0,0.75,1,0.75,1,1
0.5,0.5,0.75,0.5,0,0.75,0.5,0.25,0.25,0,0.75,0.25,0.25,0,0.5,0.5
1,0,0.5,1,1,0.25,0,0.25,0.5,0.75,0,0.25,0,0.75,0.75,1
0.5,0,0.75,0.75,0.5,0,0,0.75,0.5,0.25,0,0.5,0.25,0.5,1,0.75
0.75,0.25,0.75,0.25,0.75,0.5,0.5,0.5,0,0,0.75,0.75,0.5,0,0.25,0.25
0.25,0,0.75,1,1,0.5,0,1,1,1,0.5,0.75,0.75,0.25,0,1
0.25,0.5,1,0,1,0.75,0,0.75,0,1,1,1,0.5,0,0,0
0.5,0.25,0.75,0.25,0.5,0.25,0.5,0,0,0,0.75,0,0,0.25,0,0.25
0,0.5,0,0.25,1,1,0,0,0,0.25,0.5,0,0.25,0,0,0
1,0.75,0.5,0.75,0.25,1,0.5,0.25,0.5,0,0.75,0,0.25,0.5,0.5,0.75
0.25,0,0,0,0.5,0,0,0,0,0,0,0.75,0,0,0,0
0.5,0.25,0,0,0.75,0.25,0,0,0.5,0.5,0,0,0.25,0,0,0
0,0.25,0.25,1,1,0,0.25,0.75,1,1,0.25,1,1,0.5,0.5,1
1,0.5,0.75,0.25,0.5,0.5,0.5,0.5,0,0,0.75,0.5,0.5,0,0.25,0.25
0.75,0.75,0.75,1,1,1,0.5,0,1,1,0.75,1,0.5,1,1,1
0.5,0.75,1,1,0,1,0.75,1,1,1,1,0.5,0.5,0.25,0.75,0.75
0,0,0.75,1,1,0,0,0,0.25,0,0.5,0.25,0.25,0,0.75,0.5
0,0.75,0.75,1,0.25,1,0.75,0.75,0.75,0.5,0.5,1,1,0,1,1
1,0,0.75,1,0.75,0,0.5,0.5,0.75,0.75,0.5,0.75,0.25,1,0.75,1
0.25,0.25,0,0.5,0.75,0.25,0,0,0.5,0.5,0,0.75,1,1,1,1
0.75,0.5,0.75,0.5,0,0.5,0.5,0.75,0.75,0.25,0.75,1,0.75,0.75,0.25,0.5
0.5,0,0.5,0.75,0,0,0.5,1,0.75,0.5,0.5,0.25,0,0.25,0.25,0.5
1,0.25,0,0.5,0,0.5,0,0.25,1,0.5,0.25,0.75,1,0.75,0.5,0.5
1,0.25,0.25,0.25,0.25,0.25,0,0.25,0.25,0,0,0.25,1,1,0.75,0.5
1,0.75,0.5,0.75,0.5,1,0.5,0.25,0.5,0.25,0.75,1,0.25,0,0.25,0.75
1,0,0.25,0,0.25,0.25,0.25,1,0.25,0.75,0.5,0,0,0.25,0.5,0
0.25,0,1,0.75,0.25,0.25,0,0.75,0.25,0,0.25,0.5,0.75,1,1,0.75
0.75,0.25,0.5,0,0.25,0.5,0.5,1,0.25,0.75,1,0.5,0.75,0.25,0.25,0.25
1,0,0.25,0.5,0.5,0.5,0.25,0.5,0.25,0.5,0.25,1,0.25,0.75,0.75,0.75
0,0.5,1,0.25,0.75,0.5,0.5,1,0.5,1,0.5,0.5,0.75,0.25,0,0.25
0.25,0,0.75,0.75,0,0,0,0.75,0.5,0,0,0,0,1,1,0.75
1,0.25,0,0.25,0,0.5,0,0,0.75,0.75,0.25,0.25,0.5,0.25,0.5,0.5
0.5,0.75,0.75,0.75,0.25,1,0.75,0.5,0.75,0.25,1,0.75,1,0.5,0.75,0.75
1,0.25,0.25,0.25,0.5,0.25,0,0.25,0.25,0,0,1,1,0.5,0.5,0.75
0.5,0.75,0.25,0.75,0.75,0.75,0.5,0.25,0.25,0,0.5,1,1,0,0,0
0,0,0.25,0,1,0,0,0,0.25,1,0,0,0,0,0,0
0.5,0.25,0.25,0,0.5,0.25,0,0.5,0.25,0.5,0,1,0.75,1,0.25,0
0.75,0.25,0.25,0.75,0,0,0.5,0,0.75,0.5,0.5,0.5,0.75,0,0.5,0.75
0,0.5,0.75,1,1,0.75,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0.75,0.5,1
0,0,1,0,0.75,0.5,0,0.75,0.5,1,0.25,0.75,1,0.25,0.75,0
0.5,0.75,1,0.75,0.5,1,0.5,0.5,0.5,0.25,0.75,0,1,0.25,0.75,0.75
0.5,0,0,0,0.75,0.25,0,0,0.5,1,0,0.25,0.5,1,0.75,0.25
0.75,0,1,1,0.75,0.5,0,0.5,0.75,1,0.25,0.25,0.5,1,1,1
0,0,0.75,0,0,0.5,0,1,1,1,0.5,0.75,0.75,0.25,0,0
0,0,1,1,1,0,0,0.75,0.75,1,0,0.25,0.25,0.75,1,1
1,0.25,0.5,0.5,0.25,0.75,0.5,0.25,0.25,0.25,0.75,0.25,0.25,0.5,0.75,0.75
0.5,0.25,0,0.25,0,0.5,0,0,1,0.5,0.25,1,1,0.75,0.5,0.5
0.5,0,0,0.5,0.5,0.5,0.75,0.75,1,1,1,1,1,0.75,0.75,1
0.5,0,0.75,0.25,0.25,0.5,0,0.75,0.75,0.75,0.5,0.25,0.25,0.5,0.25,0.25
0,0,0.75,0,1,0.5,0,1,0,1,0.75,0,0.25,1,0.75,0
0.5,0.5,1,0.25,0.75,0.75,0.5,0.75,0,0.5,1,0.25,0.5,0.25,0.75,0.5
0.75,0.25,0.5,0.25,0.5,0,0,0.75,0.25,0.25,0,1,1,0.5,0.75,0.5
0.25,0.5,1,0,0.5,1,0.25,0.75,0,0.25,1,0,0,0,0,0.25
0.75,0.25,0.25,0,0.5,0.5,0,0,0,0,0,1,1,1,0,0
0,0.5,1,1,1,0.75,0.5,0.25,0.75,0,0.25,0,0,1,1,1
0.25,0,0.25,0,0.5,0,0,0,0,0,0.25,0.5,0.75,0.25,0,0
1,0.75,0.25,0.75,0,1,0.5,0.25,0.5,0,0.75,0.5,0.75,0,0.25,0.5
0.25,0,0,0.25,0.5,0,0,0,0.5,0.75,0,0.25,0.5,0.25,0.5,0.25
1,0.25,0.25,0.25,0.25,0.75,0.5,0,0,0,0.75,0.5,0.5,0.5,0.25,0.25
0,0,0,0,0.75,0,0.25,0,0,0.5,0.25,0,0,0.25,1,1
1,0,0.25,0.25,0.75,0,0,0.5,0.25,0.25,0.25,0.5,0.5,0,0,0
0.25,0.5,0,1,0.25,0.75,0.25,0,0.75,0.25,0.75,0.75,1,0.25,1,1
0,0,1,0,1,0,0,1,0,1,0.5,0.75,1,0.25,0,0
0.25,0,0,0.75,1,0.25,0,0.25,1,1,0.25,1,0.25,1,0.25,0.75
0.25,0,0.25,0,0.75,0.25,0.25,0.25,0,0.25,1,0.25,0.5,0,0.25,0.25
1,0.5,1,0.5,0.5,1,0.5,0.5,0.25,0.75,0.75,0.25,0.75,0.5,0.25,0.5
0.75,0.75,1,0.5,0.5,1,0.75,0.75,0.25,0.75,1,0.75,0,0.25,0.25,0.5
0.25,0,0.75,0.5,1,0.5,0.25,1,1,1,0.75,0,0,0.25,0,0
0.75,0,0.75,0.5,0.25,0.75,0.5,1,0.75,0.5,1,1,0,1,0.75,0.75
0.5,0.75,0.25,0.5,0.25,0.75,0.75,0.25,0,0,1,0.25,0.5,0,0.25,0.5
0.25,0,0.25,0.25,0.25,0.25,0.25,0.5,0.25,0,0,0,0,0,0.75,0.5
0.75,0.25,0,0.5,0.25,0.5,0,0,1,0.5,0.25,0.5,0.25,1,0.5,0.25
1,0.5,1,0,1,1,0.25,1,0,0.75,1,0.75,0.25,0,0,0
1,0.5,1,0.75,0.75,0.75,0.75,1,1,1,1,0.75,0.25,0.75,0.5,0.75
0.75,0.5,1,0,1,1,0.5,0.5,0,0.75,0.75,0.5,0,0.5,0,0
0.25,0,0.5,0.75,0.25,0,0,0.75,0.5,0.25,0,0,0,0.5,0.25,0.75
0,0,0,1,0,0.5,0.75,0.75,1,0,1,0,0,0.75,1,0.25
1,0.25,1,0,0.75,0.75,0,0.75,0,0.25,0.5,0,0.5,0.5,0.5,0
0.75,0.25,1,0,0.25,0.75,0.75,1,0.5,0.75,1,0.25,0.5,0.75,0.25,0.25
0.5,0,0,0.5,0.25,0.5,0,0.25,0.75,0.5,0.25,1,1,0.5,0.25,0.5
0.25,0,0,0.5,1,0.25,0,0,0.75,1,0.25,0.75,0,0,0,0
0.25,0,0,0,1,0.25,0,0,0,0.25,0.25,0.5,0.75,0.25,0,0
0.75,0.25,0.5,0.75,0.75,0.75,0.5,0.25,0.5,0.5,1,0.25,0.25,1,1,0.75
0.75,0.75,1,1,0.75,1,0.75,1,1,1,1,0.5,0.5,0.75,0.75,1
0,0.5,0.5,0.75,1,0.75,0.75,0,0.25,0,1,0,0,0,0,0.75
1,0.25,1,0.25,1,0.75,0.75,1,0.75,1,1,0.5,0.25,0.75,0.5,0
0.5,0,0.75,0.75,1,0,0,1,1,1,0.25,0.5,0.5,0.75,1,1
0.25,0.5,0.5,0.25,0,0.75,0.5,0.5,0.25,0,1,1,1,0.25,0.25,0.5
0.75,0.25,0,0.25,0.25,0.5,0,0,1,0.75,0.25,0.75,0,0.75,0.5,0.5
1,0,0,0.75,0.25,0,0,0.5,0.75,0.75,0.25,0.25,0.75,0.25,0.5,0.75
0,0,0,1,0.75,0.25,0,0,0.5,0.5,0.25,0,0,0.5,0,0
0,0.75,0.75,0.75,0,1,0,1,1,0,1,0.25,0.25,0,0,0
1,0.25,0.75,0.75,0.75,0.5,0,0.5,0.25,0.5,0,0.25,0.25,1,0.75,0.75
0,0.75,0.75,1,0.75,0.5,0.75,0.75,1,0,0.5,0.25,0.5,1,1,0.75
0.25,0,0,0.5,0,0,0,0,0.25,0,0,1,1,0.5,0.5,0.75
0.5,0,0,0,0.5,0.25,0,0,0,0.25,0,0.75,1,0,0,0
1,0.25,0.25,0.5,0,0.5,0.75,1,1,0.5,1,0.75,0.25,0.75,0.75,0.5
0.25,0.25,0.75,0.25,0.75,0.75,0.25,1,0,0,0.5,1,1,0.5,0.25,0.25
0,0,1,0,0.75,0.75,0,0.75,0,0,0.5,0,0,0,0,0
0.75,0,0.5,0,0.5,0.25,0,0.5,0,0,0.25,0.5,1,1,0.5,0
1,0,0.25,0.5,0,0,0.25,0,0.5,0.75,0.5,1,1,0.25,0.75,0.5
0.75,0.25,0.25,0.25,0.5,0.5,0,0.25,0.25,0,0,0.5,0.75,0,0.25,0.5
0.75,0,0.5,0.75,0.5,0,0.25,0.75,0.75,0.25,0.5,0.5,0.25,1,1,0.75
0,0,0.25,0,0.5,0.25,0,0,0,0.75,0.25,0.25,0.5,0.5,0.5,0
0.5,0,0.5,0.25,0.75,0.25,0.25,0.75,0.25,0.75,0.75,0.25,0.5,0.25,0,0
0.75,0.25,0,0.25,0.25,0.25,0,0,0,0,0,0.25,1,0.75,0,0
0,0.5,1,1,0.5,0.75,0.25,0.75,0.75,0.5,0.5,0,0,0.75,1,1
0.5,0.5,0.25,0.25,0.25,0.5,0,0.25,0.75,0.75,0.25,0,0.25,0.75,0.5,0.5
0.75,0.25,0,0.5,0.5,0.25,0,0.25,1,0.5,0.25,0.5,0.5,1,0.75,0.5
1,0.75,0.75,1,0.75,1,0.75,1,1,1,1,0.5,0,1,1,1
0.75,0,0.75,0.25,0.5,0,0,0.5,0.25,0.25,0,1,0.5,0,0.25,0.5
1,0.5,1,0.75,0.75,0.75,0.75,1,1,1,1,0.5,0.5,0.25,0.25,0.5
0,0,1,1,0.5,0.75,0.25,1,1,1,0.5,0.5,0.5,1,1,1
0,0.5,0,0.5,0.75,0.25,0,0,0.25,0,0,0.75,0.5,0.75,1,1
1,0.25,0,0.5,0.25,0.5,0,0.25,1,0.5,0.25,1,0.75,0.5,0.75,0.25
0.5,0.75,0.5,0.75,0.5,1,0.5,0.75,0.5,0,1,0.75,1,0.75,0.5,0.5
0.5,0.25,1,0.75,0.5,0.25,0.75,0.5,0.25,0.25,1,1,1,0,0.25,0.5
1,0.5,1,0,0.5,0.75,0.25,0.75,0,0,0.75,0.75,0.75,0.25,0.25,0.25
0.5,0.25,0,0.25,0,0.5,0,0,0.25,0,0,0,0.5,1,1,1
1,0.25,0,0.25,0.5,0.75,0.25,0,0.25,0.5,0.5,0.75,0.5,0,0.25,0
0,0.75,0,0.5,0,1,0,0,0.25,0,0.75,0,0,0.75,0,0
0.75,0.5,0.5,0.5,0.5,0.75,0.25,0.25,0.25,0.5,0.75,0,0.25,0,0,0.75
0.75,0,0.5,0.25,0.25,0.5,0.25,0.75,0.75,0.5,0.25,1,0.5,0.25,0.25,0.5
0.75,0.25,0.25,0.5,0,0.25,0.25,0.75,0.5,0.25,0.5,0.5,1,0,0.25,0.5
0.25,0.5,1,0.25,0.25,0.75,0.75,1,0,0.75,1,0.25,0.5,0.5,0.5,0.5
0.75,0.5,0.5,0.25,0.5,0.75,0.5,0.5,0.25,0.5,0.75,0.75,0.75,0.75,1,0.5
1,0.75,0.25,0.75,0,1,0.75,0.25,0.5,0.25,0.75,0.5,0.75,0.5,0.5,0.75
0.5,0.5,0,0.25,0.5,0.5,0,0.75,1,1,0.25,0.25,0.25,0,0.25,0.5
0.25,0.5,0.75,1,1,0.5,0.5,1,1,1,0.5,0.25,0.25,0.75,1,1
0.75,0.5,0.75,1,1,0.75,0.75,1,1,1,1,0.25,0.5,0.75,0.75,0.75
0.25,0,0.75,1,1,0,0.25,1,1,1,0.5,0.5,0.75,0.75,1,1
0.75,0,0.25,0,0,0.25,0,0.5,0.5,0.75,0.25,0.25,0.25,0.5,0.25,0
0.25,0,0.25,0,1,0.25,0,0,0,0.25,0,0,0,0.25,0,0
1,0.25,0,0.25,0,0.5,0,0.25,1,0.75,0.25,1,0.75,1,0.75,0.5
0.75,0,1,1,1,0.5,0,0.5,1,1,0,0.75,0.75,0.75,1,0.5
0.25,0,0.5,0,0.5,0.25,0,0.25,0,0,0,0.25,0.5,1,1,0.5
0.75,0,0.25,0.25,0.25,0.25,0,0.25,0.75,1,0.25,0.75,0.75,1,1,0.5
0.5,0.25,1,1,1,0.5,0.25,1,1,1,0.5,0.75,0,1,1,1
0.75,0.75,0.75,0.75,0.75,1,0.5,0,0.5,0.5,0.75,0.5,0.5,0.75,0.75,0.75
0.25,0.75,0.75,0.5,0.5,1,0.25,0.5,0.5,0.75,0.75,0.25,0.25,0.25,0,0.25
1,0,0,0.5,0.25,0,0,0.25,0.5,0.25,0.25,0.75,0.75,0,0.25,0.25
1,0,0.25,0.5,0.25,0,0.5,0.5,0.5,0.75,0.5,0.25,0.75,0.25,0.25,0.5
0.75,0,1,1,0.75,0.25,0,1,1,1,0.25,0.25,0.25,0.25,0.25,0.75
0,0.75,1,1,0.75,0.75,0.5,0.75,0.75,0.5,1,1,1,0.75,0.5,0.75
0,0,0,0.75,0.25,0,0,0.25,0.5,0,0,0.75,0.5,1,1,1
0.75,0,0,0.5,0.25,0.5,0,0.25,1,1,0.25,0.5,0.5,0.5,0.75,1
0,0.5,1,1,0.5,0.25,0.25,1,1,1,0.5,0.5,0.75,0.75,0.75,1
0.25,0.5,0.5,1,1,0.25,0.75,1,1,1,1,0.5,0.25,1,1,1
0.5,0.25,0,0.5,0,0,0.75,0,0.75,0.25,0.5,1,0.5,0,0.25,0.25
0.5,0.25,0.25,0.25,0.5,0.75,0.5,0,0,0,1,0.5,0.75,0.25,0.25,0.25
1,0,0.75,0.25,0,0.25,0.5,0.5,0.25,0.25,0.75,1,1,0.25,0.5,0.5
0.75,0.75,0.25,1,0,1,0.5,0,0.5,0,0.75,0.75,0,1,0.75,0.75
0.5,0,0.75,0,1,0,0,0,0,0,0.5,1,0.75,0,0,0
0.5,0.5,1,0.5,0.5,0.75,0.25,0.75,0.25,1,0.5,0.75,1,0.75,0.5,0.5
0.75,0,0.25,0,0,0.25,0,0.25,0.75,0.75,0.25,0.5,0.5,0.75,0,0
0.5,0.25,0.25,0.25,0.25,0.25,0,0.25,0.75,0.5,0.25,0.5,0.5,0.25,0.25,0
0.75,0.5,0.75,1,1,0.5,0.75,1,1,1,1,1,0.75,0.75,0.5,1
0.5,0.25,0.75,0.75,0,0,0,0.5,0.25,0,0.25,1,0.75,1,0.75,0.5
1,0,1,1,0.5,0,0,0.75,1,1,0.25,0.25,0.25,0.5,0.75,0.75
0.5,0,0.5,0.75,0.25,0,0,0.75,0.75,0.75,0.25,0,0,0.75,1,0.5
0.25,0,0,0.25,0.75,0.25,0,0,0.75,1,0,0.5,0.75,0.75,0.5,1
0.75,0.25,0,0.25,0.25,0.5,0.5,0.75,1,0.75,0.75,1,1,0.5,0.5,0.25
0.25,0.75,0.5,0.75,0,1,0.75,0.5,0.75,0.5,1,0.5,0.5,0,0.25,0.75
0.75,0,0.25,0,0.75,0,0,0.5,0,0.25,0,0.5,0.5,0,0.25,0
0.25,0.75,0.25,1,1,1,0.75,0.25,0.75,0.5,0.5,0.75,0.5,0.75,1,1
1,0,0.5,0.75,0,0,0.25,0.25,0.75,1,0.5,1,0.75,0.25,0.5,0.75
1,0.25,0.25,0.5,0.25,0.75,0.5,0.25,0.25,0.25,0.75,0.5,0.75,0.5,0.5,0.5
0.75,0,0.5,0.25,0.75,0,0,0.5,0.25,0.25,0.25,0.5,0.75,0,0,0
0.25,0.75,1,0.5,0,1,0.75,0.5,0,0,0.75,0.25,0.25,0.5,0.25,0.5
0.25,0.25,0.75,0.5,1,0,0,1,0.75,1,0.5,0.5,0.75,0,0,0
0.25,0,0,0.5,0.5,0.25,0,0,0.25,0,0.25,1,1,0.75,0.75,1
0,0.75,0.25,0.75,0.75,1,0.75,1,1,1,1,0,0,0.75,1,1
1,0,0.5,0,0.75,0.25,0,0.5,0.5,0.75,0,0.75,0,0.25,0,0
0.5,0.25,0.25,0,0.5,0.25,0,0,0,0,0,0.25,0.25,0.25,0.25,0
0.75,0.5,0.75,0.5,0.25,0.75,0.5,0.75,0.25,0.5,0.75,1,1,0.75,0.5,0.5
0.25,0,0.5,0.75,0.25,0,0.25,0.5,0.75,0.5,0.5,0.25,0.75,0,0.25,0.75
0,0.75,0.5,0.75,1,1,0.25,0.5,0.75,1,1,0.5,0.5,0,1,0.75
0,0,0,0.25,0,0.25,0,0,1,0.75,0.5,0,0.25,0.25,0,0
0.5,0,0,0.75,0,0,0.25,0,0.75,0.5,0.5,0.5,0.25,0,0,1
1,0.75,0.5,0.75,0.25,1,0.5,0.25,0.5,0,0.75,0.75,0,0.5,0.75,0.75
0.25,0,0,0.25,0,0.5,0,0,0.75,0.5,0.25,0.5,0.75,0.75,0.75,0.75
0.25,0,0,0.5,0.25,0,0,0,0.5,0.25,0.25,0.5,0.75,0.25,0.25,0.5
0.75,0.25,0.5,0.25,0.25,0.75,0.25,0.25,0,0.25,0.75,0,0,0.5,0.25,0.25
0.25,0.5,0.75,0.75,0.5,0.75,0.75,0.5,0.25,0.5,0.75,0,0,1,0.75,0.75
0.75,0.75,1,0.75,0.25,1,0.5,0.5,0.5,0.75,0.75,0,0.5,0.25,0.75,0.75
0.25,0,0,0.75,1,0.25,0.25,0,0.25,0.25,0.25,0.75,1,0,1,1
0,0,0,0.75,0.75,0.25,0.5,0,0.5,0.25,0.25,0.5,0,0.75,0.25,0
0.5,0.5,1,1,1,0.75,0.75,1,1,1,1,0.75,0.75,1,0.75,0.5
0.25,0,0.25,0.5,0,0,0,0.25,0.25,0,0.25,0.75,0.25,1,0.75,0.5
0.25,0.25,1,0,0.5,0.5,0,0.75,0,1,0.5,0.25,0.75,0,0.25,0.25
0.5,0,0.25,0.25,0.5,0.25,0,0.25,0,0.25,0.25,0.5,0.75,0.75,0.5,0.25
0.75,0.25,0.25,0.75,0.5,0.25,0,0.25,0.5,0.25,0,0.75,0.5,0.5,0.5,0.75
0.75,0.25,0,0.25,0.25,0.5,0,0,0,0,0,1,1,0.75,0.5,0
1,0.25,0.25,0.5,0.5,0.25,0,0.25,0.25,0.25,0,0,0.25,1,0.75,0.75
0,0.5,0.5,0,0.5,0.75,0.25,0.25,0,0.25,0.5,0,0,0.25,0.25,0.5
0.75,0.5,1,1,1,0.75,0.5,1,1,1,0.75,0.5,0.25,0,0.25,1
0.25,0,0.25,0,0.75,0.5,0,0.25,0.25,0.75,0,0.5,0.75,0,0,0
0,0,0.5,0,1,0,0.25,0.75,0,0.25,0.5,0.5,0,0,0.5,0
0.5,0,0.5,0.5,1,0,0,1,0.5,1,0.25,0.25,0,0.25,0,0
0,0,0,0.25,0,0.25,0,0,0.5,0.5,0.25,0,0,1,1,1
0,0.5,0.25,0.25,0,0.25,0,0,1,0.5,0.25,0,0,0.25,0.75,0.75
0,0,0,0.5,0,0.25,0,0,0.75,1,0,0,0,0.5,1,1
0,0,0.75,1,0.75,0.75,0.25,1,1,1,1,0.25,0.5,0,0.25,1
0.25,0,0,0.5,0.25,0,0,0,0.25,0,0,0.75,0.75,1,1,1
